Id,Age,Job,MaritalStatus,Education,Default,Balance,HomeInsurance,Loan,Communication,DayLastContacted,MonthLastContacted,Contacts,DaysPassed,Attempts,Outcome,CallStartTime,CallEndTime,Insurance
CP1660,52,blue-collar,divorced,primary,0,-57,1,0,,7,may,3,-1,0,,17:06:51,17:08:45,0
CP1661,42,services,divorced,secondary,0,466,0,0,cellular,28,jan,1,-1,0,,15:30:23,15:31:11,0
CP1662,33,entrepreneur,married,tertiary,0,87,1,1,cellular,21,nov,4,-1,0,,10:45:00,10:47:21,0
CP1663,56,technician,married,secondary,0,2558,0,0,,19,jun,1,-1,0,,10:42:27,10:47:15,0
CP1664,37,admin.,single,secondary,0,245,1,1,,7,may,2,-1,0,,15:11:30,15:23:42,1
CP1665,39,management,married,tertiary,0,271,1,0,cellular,12,aug,1,-1,0,,15:20:14,15:42:38,1
CP1666,42,blue-collar,married,primary,0,505,1,0,,14,may,2,-1,0,,17:56:07,18:04:48,0
CP1667,43,management,married,tertiary,0,2383,0,0,cellular,13,aug,6,-1,0,,10:37:25,10:43:44,1
CP1668,34,management,married,tertiary,0,3696,0,0,cellular,8,apr,2,160,5,other,15:43:26,15:56:04,1
CP1669,40,management,married,tertiary,0,254,0,0,cellular,19,aug,2,-1,0,,9:27:04,9:30:18,0
CP1670,56,self-employed,married,,0,0,0,0,cellular,19,aug,1,-1,0,,13:37:09,13:39:19,0
CP1671,34,blue-collar,married,secondary,0,262,0,0,cellular,15,sep,2,106,1,success,11:49:43,11:51:12,1
CP1672,47,admin.,married,secondary,0,73,0,0,cellular,8,aug,3,-1,0,,16:38:59,16:39:56,0
CP1673,59,retired,divorced,secondary,0,5583,1,0,cellular,30,apr,1,-1,0,,10:43:40,10:55:40,1
CP1674,44,entrepreneur,married,secondary,0,1442,0,0,cellular,18,nov,2,-1,0,,15:01:47,15:06:27,0
CP1675,57,admin.,married,secondary,0,403,1,0,cellular,18,may,1,340,2,other,15:04:08,15:14:11,1
CP1676,37,admin.,married,secondary,0,10465,0,0,,17,jun,6,-1,0,,11:03:16,11:05:40,0
CP1677,47,technician,married,secondary,0,335,0,0,cellular,4,may,1,76,1,success,13:10:39,13:17:36,1
CP1678,56,admin.,married,secondary,0,1270,1,0,cellular,17,nov,2,165,2,other,13:34:35,13:35:55,0
CP1679,30,admin.,single,secondary,0,330,0,1,cellular,30,jul,5,-1,0,,10:26:29,10:28:24,0
CP1680,69,housemaid,married,primary,0,1080,0,0,cellular,18,aug,2,118,2,failure,14:30:42,14:33:59,0
CP1681,35,blue-collar,married,secondary,0,913,1,0,cellular,17,apr,2,-1,0,,17:04:57,17:17:15,0
CP1682,34,technician,single,tertiary,0,612,0,0,cellular,25,may,1,-1,0,,9:28:46,9:30:17,0
CP1683,24,management,married,secondary,0,867,1,0,,20,jun,10,-1,0,,16:35:37,16:44:43,1
CP1684,24,blue-collar,single,secondary,0,9883,0,0,cellular,8,jul,5,-1,0,,16:41:52,16:45:22,1
CP1685,34,management,single,tertiary,0,431,0,0,cellular,16,jul,1,-1,0,,16:29:14,16:35:55,0
CP1686,28,technician,married,secondary,0,1086,1,0,cellular,20,apr,3,-1,0,,10:07:02,10:25:34,1
CP1687,34,management,single,tertiary,0,757,0,0,cellular,18,aug,4,-1,0,,14:08:37,14:09:14,0
CP1688,53,blue-collar,divorced,primary,0,1480,1,0,cellular,20,nov,2,-1,0,,16:37:01,16:38:36,0
CP1689,44,management,single,tertiary,0,1424,1,0,cellular,8,aug,2,-1,0,,9:40:55,9:44:16,0
CP1690,29,technician,single,secondary,0,70,1,1,cellular,14,may,2,-1,0,,10:03:53,10:10:33,0
CP1691,56,housemaid,married,,0,1780,0,0,cellular,11,aug,2,-1,0,,16:59:57,17:01:48,0
CP1692,31,admin.,married,secondary,0,879,1,0,cellular,13,may,1,-1,0,,14:29:34,14:36:08,1
CP1693,39,admin.,married,secondary,0,2319,0,0,cellular,7,jul,1,-1,0,,15:01:59,15:03:23,0
CP1694,54,blue-collar,divorced,secondary,0,1613,1,0,cellular,7,jul,3,-1,0,,12:19:37,12:21:45,0
CP1695,54,housemaid,married,tertiary,0,440,0,0,cellular,19,nov,1,-1,0,,17:23:00,17:24:29,0
CP1696,30,blue-collar,married,secondary,0,501,1,1,cellular,20,nov,1,177,1,failure,10:15:20,10:31:54,1
CP1697,35,admin.,divorced,secondary,0,437,1,0,,4,jun,1,-1,0,,16:02:24,16:17:32,1
CP1698,42,technician,married,secondary,0,440,1,0,cellular,3,feb,5,-1,0,,15:53:25,15:53:38,0
CP1699,57,admin.,single,secondary,0,5768,1,0,,19,jun,1,-1,0,,13:58:02,14:06:34,1
CP1700,40,management,married,secondary,0,406,1,0,,12,jun,2,-1,0,,15:40:46,15:50:23,1
CP1701,27,technician,single,secondary,0,1742,1,0,,16,may,1,-1,0,,12:36:02,12:49:09,1
CP1702,56,blue-collar,married,primary,0,8163,0,0,cellular,14,aug,4,-1,0,,10:49:49,11:10:20,1
CP1703,39,management,married,secondary,0,1034,1,0,,30,may,1,-1,0,,13:57:20,14:02:26,0
CP1704,35,management,single,tertiary,0,80,0,0,cellular,4,sep,2,94,1,other,12:25:58,12:33:12,1
CP1705,60,technician,single,primary,0,11262,0,0,cellular,26,aug,1,-1,0,,9:35:01,9:40:24,1
CP1706,33,technician,single,tertiary,0,594,1,1,,23,may,1,-1,0,,13:03:39,13:06:08,0
CP1707,32,blue-collar,married,primary,0,50,1,0,cellular,13,may,1,370,2,failure,13:18:22,13:22:57,0
CP1708,56,management,married,tertiary,0,505,1,1,cellular,5,may,1,169,3,failure,15:18:17,15:21:58,0
CP1709,43,management,divorced,tertiary,0,481,1,0,cellular,3,jun,1,20,1,other,16:12:57,16:16:04,1
CP1710,24,student,single,secondary,0,822,0,0,cellular,27,oct,1,91,2,failure,12:00:15,12:03:19,1
CP1711,28,admin.,married,secondary,0,330,0,0,cellular,2,dec,1,188,3,other,16:31:24,16:37:21,1
CP1712,28,blue-collar,married,secondary,0,4287,0,0,cellular,30,apr,1,-1,0,,11:41:27,11:44:18,0
CP1713,37,technician,married,secondary,0,474,1,0,cellular,14,apr,1,322,1,failure,12:19:31,12:20:56,0
CP1714,29,technician,single,secondary,0,-219,1,0,cellular,15,may,3,368,2,failure,12:43:00,12:44:25,0
CP1715,34,technician,divorced,secondary,0,136,1,0,cellular,8,may,2,-1,0,,14:05:16,14:07:32,0
CP1716,36,admin.,married,secondary,0,96,0,0,cellular,30,apr,1,87,1,success,14:04:53,14:08:21,1
CP1717,58,retired,married,secondary,0,32948,0,0,,29,may,2,-1,0,,16:28:24,16:34:28,0
CP1718,50,management,married,tertiary,0,19447,1,1,cellular,21,nov,1,-1,0,,9:09:42,9:12:28,0
CP1719,40,blue-collar,married,primary,0,-108,1,0,,19,jun,3,-1,0,,14:35:35,14:38:04,0
CP1720,36,technician,single,primary,0,2169,1,0,cellular,18,nov,2,110,3,other,10:00:32,10:02:45,0
CP1721,57,blue-collar,married,secondary,0,621,1,0,cellular,17,apr,3,-1,0,,13:08:42,13:21:40,0
CP1722,43,entrepreneur,married,tertiary,0,11532,1,0,telephone,25,jul,1,-1,0,,16:01:57,16:02:55,0
CP1723,35,technician,married,secondary,0,0,1,1,cellular,17,nov,1,-1,0,,13:18:40,13:21:59,0
CP1724,34,management,married,tertiary,0,589,0,0,cellular,1,sep,1,44,3,other,9:03:02,9:08:02,1
CP1725,23,technician,single,,0,710,1,0,,19,may,6,-1,0,,10:43:17,10:49:31,0
CP1726,46,blue-collar,married,secondary,0,123,0,0,cellular,20,aug,3,-1,0,,13:58:37,14:04:58,0
CP1727,41,self-employed,single,tertiary,0,1081,0,0,cellular,27,may,3,-1,0,,16:41:16,16:45:05,1
CP1728,32,blue-collar,single,secondary,0,706,1,0,,20,may,1,-1,0,,14:31:11,14:33:43,0
CP1729,25,admin.,single,secondary,0,507,1,0,cellular,15,may,1,367,3,failure,11:04:57,11:18:49,1
CP1730,41,management,divorced,tertiary,0,846,0,1,cellular,23,jul,3,-1,0,,9:10:17,9:13:43,0
CP1731,35,blue-collar,married,secondary,0,0,1,1,cellular,20,apr,3,-1,0,,15:20:11,15:22:14,0
CP1732,51,retired,divorced,secondary,0,1679,0,0,cellular,12,aug,1,365,9,other,11:42:49,11:49:46,1
CP1733,43,admin.,divorced,secondary,0,3350,1,1,,29,may,1,-1,0,,11:09:31,11:17:39,0
CP1734,56,blue-collar,married,primary,0,2163,0,0,telephone,31,jul,3,-1,0,,10:18:54,10:19:25,0
CP1735,42,technician,divorced,secondary,0,214,0,0,cellular,16,apr,1,-1,0,,10:39:49,10:41:56,1
CP1736,39,admin.,married,secondary,0,168,0,0,cellular,6,oct,1,-1,0,,14:09:40,14:11:16,0
CP1737,47,blue-collar,married,primary,0,1480,0,0,cellular,28,aug,5,-1,0,,16:54:12,17:01:52,0
CP1738,43,housemaid,married,primary,0,410,1,1,cellular,30,jul,2,-1,0,,16:03:55,16:04:45,0
CP1739,30,management,single,tertiary,0,2,1,1,cellular,25,jul,8,-1,0,,9:08:52,9:26:03,1
CP1740,31,admin.,single,secondary,0,1588,1,0,,3,jun,1,-1,0,,14:44:03,14:44:17,0
CP1741,46,housemaid,married,secondary,0,271,1,0,cellular,30,jul,29,-1,0,,11:07:22,11:24:15,1
CP1742,21,student,single,primary,0,423,0,0,cellular,8,apr,5,-1,0,,16:29:26,16:31:10,1
CP1743,55,entrepreneur,married,secondary,0,27624,0,0,telephone,3,jun,1,-1,0,,17:21:13,17:28:30,1
CP1744,43,blue-collar,single,secondary,0,3,1,0,,9,may,3,-1,0,,16:56:39,17:12:08,1
CP1745,26,student,single,tertiary,0,1134,0,0,cellular,21,apr,4,-1,0,,14:03:35,14:11:19,1
CP1746,31,entrepreneur,divorced,secondary,0,290,1,0,cellular,13,apr,1,-1,0,,9:40:18,9:44:08,0
CP1747,53,admin.,married,secondary,0,2851,0,1,telephone,1,jun,1,119,1,failure,14:27:49,14:29:18,0
CP1748,39,technician,divorced,secondary,0,385,0,0,cellular,13,oct,1,48,2,failure,17:37:08,17:41:10,1
CP1749,48,blue-collar,single,secondary,0,339,0,1,telephone,14,jul,4,-1,0,,9:09:36,9:11:39,0
CP1750,30,entrepreneur,single,tertiary,0,-63,1,0,,3,jun,1,-1,0,,15:12:17,15:13:51,0
CP1751,53,blue-collar,married,primary,0,421,1,0,cellular,20,nov,1,-1,0,,14:00:24,14:11:41,1
CP1752,54,management,single,tertiary,0,3294,1,0,cellular,25,jul,5,-1,0,,10:25:57,10:28:09,0
CP1753,44,blue-collar,married,primary,0,858,1,0,,21,may,5,-1,0,,13:37:15,13:43:17,0
CP1754,38,blue-collar,married,secondary,0,776,1,0,,21,may,2,-1,0,,16:55:30,16:57:45,0
CP1755,73,retired,single,secondary,0,1050,0,0,cellular,4,mar,3,181,2,failure,14:40:35,14:49:57,1
CP1756,36,self-employed,married,tertiary,0,2012,0,0,cellular,10,feb,7,-1,0,,15:40:34,15:43:42,0
CP1757,35,self-employed,single,tertiary,0,4294,0,0,,26,jun,4,-1,0,,17:05:19,17:14:08,0
CP1758,62,entrepreneur,married,secondary,0,3904,0,0,telephone,29,jan,2,-1,0,,15:27:45,15:34:28,1
CP1759,57,blue-collar,married,,0,3585,0,0,telephone,14,nov,1,-1,0,,9:24:31,9:27:23,1
CP1760,31,management,married,secondary,0,8629,1,0,,21,may,2,-1,0,,9:39:53,9:40:20,0
CP1761,51,blue-collar,married,secondary,0,500,0,0,cellular,14,may,1,-1,0,,17:51:50,17:59:41,0
CP1762,34,management,single,tertiary,0,5945,1,0,cellular,8,may,1,170,1,failure,12:10:15,12:15:00,0
CP1763,27,admin.,married,tertiary,0,2855,0,0,cellular,22,jul,2,178,4,success,17:00:56,17:03:14,1
CP1764,27,student,single,tertiary,0,5291,0,0,cellular,12,nov,2,92,2,failure,17:31:27,17:34:39,1
CP1765,56,retired,married,tertiary,0,281,0,0,cellular,3,mar,2,-1,0,,17:26:47,17:28:23,1
CP1766,30,admin.,married,secondary,0,2678,1,0,cellular,18,may,5,-1,0,,17:23:35,17:23:58,0
CP1767,35,self-employed,married,secondary,0,0,1,0,telephone,7,jul,4,-1,0,,17:21:31,17:23:37,0
CP1768,38,admin.,divorced,secondary,0,485,1,0,cellular,2,feb,1,-1,0,,14:06:35,14:10:47,0
CP1769,58,services,divorced,secondary,0,462,0,0,cellular,12,aug,1,-1,0,,10:58:42,11:04:14,1
CP1770,54,management,married,tertiary,0,8295,0,0,cellular,2,oct,2,119,1,success,17:03:01,17:17:10,1
CP1771,33,technician,married,tertiary,0,525,1,1,cellular,30,jan,1,247,1,failure,14:27:27,14:35:46,0
CP1772,47,blue-collar,married,primary,0,2466,1,0,,13,may,2,-1,0,,13:59:30,14:01:52,0
CP1773,25,technician,single,secondary,0,9154,1,0,telephone,4,may,5,-1,0,,17:08:10,17:08:50,0
CP1774,45,admin.,divorced,secondary,0,-176,0,1,cellular,7,jul,1,-1,0,,11:51:41,12:01:15,1
CP1775,34,technician,married,secondary,0,672,0,0,cellular,23,jul,3,-1,0,,14:01:00,14:03:38,0
CP1776,52,blue-collar,divorced,primary,0,-191,1,0,,15,may,1,-1,0,,9:58:35,10:11:10,1
CP1777,33,technician,married,secondary,0,133,0,0,cellular,12,nov,2,192,1,success,11:22:41,11:33:08,1
CP1778,29,blue-collar,married,secondary,0,8,1,1,cellular,10,jul,1,-1,0,,13:23:19,13:33:46,1
CP1779,29,services,married,secondary,0,30,1,0,cellular,23,jul,3,-1,0,,10:28:24,10:29:38,0
CP1780,34,housemaid,married,secondary,0,0,1,0,,30,oct,1,-1,0,,16:08:06,16:10:40,1
CP1781,33,management,single,tertiary,0,224,0,0,cellular,23,jun,2,107,2,success,11:32:38,11:38:20,1
CP1782,36,entrepreneur,single,secondary,0,475,0,0,cellular,25,jul,3,-1,0,,17:18:01,17:20:22,0
CP1783,29,services,divorced,secondary,0,590,1,0,,30,may,2,-1,0,,16:27:11,16:28:27,0
CP1784,35,management,divorced,tertiary,0,538,1,0,,12,may,4,-1,0,,15:39:43,15:40:49,0
CP1785,58,housemaid,married,primary,0,2387,0,0,,18,jun,2,-1,0,,12:47:39,12:48:34,0
CP1786,38,admin.,married,secondary,0,532,1,0,cellular,23,jul,1,-1,0,,12:18:57,12:20:32,0
CP1787,41,blue-collar,married,secondary,0,2689,1,0,cellular,15,apr,1,-1,0,,17:24:03,17:26:18,1
CP1788,36,management,married,tertiary,0,763,0,0,cellular,2,feb,1,-1,0,,12:43:51,12:44:41,0
CP1789,29,admin.,single,tertiary,0,-197,0,0,,6,aug,1,-1,0,,12:31:07,12:31:54,0
CP1790,77,retired,married,primary,0,3324,0,0,cellular,13,may,1,91,5,success,9:33:30,9:38:19,1
CP1791,51,housemaid,married,secondary,0,3984,0,0,,20,jun,12,-1,0,,14:02:44,14:02:51,0
CP1792,38,housemaid,single,secondary,0,113,1,0,,2,jun,4,-1,0,,17:06:20,17:07:58,0
CP1793,55,,married,tertiary,0,0,0,0,,5,jun,1,-1,0,,14:36:38,14:37:16,0
CP1794,47,management,married,tertiary,0,4693,0,1,cellular,12,nov,1,97,3,success,16:17:00,16:18:29,1
CP1795,39,blue-collar,married,secondary,1,-931,1,0,,28,may,5,-1,0,,15:04:33,15:06:05,0
CP1796,49,admin.,single,secondary,0,1150,1,0,cellular,18,may,2,355,1,failure,11:01:33,11:03:39,0
CP1797,23,blue-collar,married,primary,0,1158,1,0,cellular,16,apr,1,-1,0,,12:21:16,12:33:39,0
CP1798,29,blue-collar,married,secondary,0,87,1,0,,6,jun,3,-1,0,,9:15:10,9:37:20,0
CP1799,65,retired,married,secondary,0,20806,0,0,telephone,8,apr,2,-1,0,,12:22:13,12:30:56,1
CP1800,60,retired,married,tertiary,0,108,0,0,cellular,26,aug,1,-1,0,,11:56:00,12:06:24,1
CP1801,28,blue-collar,married,secondary,0,86,1,1,,15,may,1,-1,0,,17:00:59,17:16:17,0
CP1802,78,,married,,0,2235,0,0,telephone,14,apr,3,-1,0,,16:31:36,16:36:36,1
CP1803,61,retired,married,secondary,0,1853,0,0,telephone,10,aug,1,181,2,success,17:33:46,17:42:26,1
CP1804,36,management,divorced,tertiary,0,3611,1,0,,4,jun,3,-1,0,,12:10:30,12:16:17,0
CP1805,24,technician,single,secondary,0,-73,1,0,cellular,18,may,2,-1,0,,9:48:25,9:48:32,0
CP1806,39,management,married,tertiary,0,141,1,0,cellular,13,may,2,331,6,other,14:21:49,14:34:57,0
CP1807,57,retired,married,primary,0,3123,1,0,,15,may,1,-1,0,,9:51:51,9:54:49,0
CP1808,67,retired,divorced,secondary,0,704,0,0,cellular,8,feb,2,97,1,success,14:59:07,15:02:13,1
CP1809,55,entrepreneur,divorced,secondary,0,1553,0,0,cellular,30,jul,3,-1,0,,10:50:28,10:51:53,0
CP1810,48,management,married,tertiary,0,2351,0,0,cellular,15,sep,1,105,3,success,16:38:41,16:41:11,1
CP1811,37,blue-collar,married,secondary,0,982,1,0,cellular,9,jul,2,-1,0,,13:23:29,13:27:20,0
CP1812,33,entrepreneur,married,secondary,0,-122,0,0,cellular,24,jul,5,-1,0,,12:09:34,12:11:37,0
CP1813,53,technician,married,secondary,0,284,0,0,cellular,1,jun,1,-1,0,,16:37:35,16:50:36,1
CP1814,38,management,married,tertiary,0,126,1,0,,21,may,2,-1,0,,12:27:07,12:29:51,0
CP1815,57,management,divorced,tertiary,0,461,1,0,,21,may,10,-1,0,,12:30:17,12:32:39,0
CP1816,29,technician,married,tertiary,0,-246,1,0,,6,jun,3,-1,0,,17:29:22,17:34:33,0
CP1817,41,blue-collar,single,secondary,1,1085,1,1,cellular,7,jul,1,-1,0,,12:57:22,13:07:21,1
CP1818,51,technician,married,secondary,0,313,0,1,cellular,8,jul,1,-1,0,,17:04:26,17:10:44,0
CP1819,61,management,single,tertiary,0,2,0,0,cellular,12,aug,1,114,3,failure,16:18:48,16:20:59,1
CP1820,32,management,married,tertiary,0,6138,0,0,cellular,29,jul,2,90,9,failure,10:40:51,10:49:30,1
CP1821,53,blue-collar,divorced,primary,0,4401,0,0,telephone,11,aug,1,-1,0,,14:28:46,14:33:00,1
CP1822,51,blue-collar,married,secondary,0,814,1,0,cellular,14,may,8,-1,0,,17:43:16,17:43:33,0
CP1823,25,admin.,single,secondary,0,96,0,0,,26,may,1,-1,0,,14:26:47,14:31:40,0
CP1824,52,blue-collar,married,secondary,0,1405,0,1,cellular,17,jul,2,-1,0,,17:02:03,17:14:36,1
CP1825,46,services,married,secondary,0,4780,1,0,,2,jun,3,-1,0,,15:07:36,15:09:21,0
CP1826,38,unemployed,married,primary,0,7005,1,0,cellular,7,jul,1,412,1,failure,13:26:25,13:32:35,1
CP1827,40,blue-collar,married,secondary,0,72,1,0,,26,jun,3,-1,0,,14:20:15,14:22:05,0
CP1828,58,self-employed,married,tertiary,0,8014,1,0,,19,may,3,-1,0,,13:01:18,13:02:23,0
CP1829,37,blue-collar,married,primary,0,2120,1,0,cellular,15,may,3,175,4,failure,16:47:19,16:58:14,1
CP1830,29,blue-collar,married,secondary,0,723,0,1,cellular,17,jul,1,-1,0,,11:00:57,11:04:52,0
CP1831,41,management,married,tertiary,0,251,0,1,,6,jun,3,-1,0,,11:58:24,11:59:49,0
CP1832,34,technician,married,secondary,0,-259,1,0,,27,may,2,-1,0,,17:58:06,18:00:10,0
CP1833,57,management,married,tertiary,0,2266,0,0,cellular,5,aug,1,-1,0,,17:21:04,17:26:10,0
CP1834,38,admin.,divorced,secondary,0,19,1,0,,30,may,2,-1,0,,10:12:28,10:22:32,1
CP1835,41,technician,married,secondary,0,1385,0,0,,17,jun,1,-1,0,,14:39:44,14:42:09,0
CP1836,53,admin.,married,secondary,0,1661,1,1,cellular,17,nov,1,-1,0,,15:33:42,15:35:07,0
CP1837,31,admin.,single,secondary,0,1129,1,0,cellular,18,may,3,-1,0,,13:06:55,13:09:20,0
CP1838,57,management,divorced,tertiary,0,6468,1,0,cellular,31,mar,4,-1,0,,15:41:04,15:52:28,0
CP1839,33,admin.,married,tertiary,0,0,1,1,cellular,4,feb,5,98,2,other,10:23:51,10:25:42,0
CP1840,34,management,single,tertiary,0,1,0,0,cellular,19,nov,1,-1,0,,14:09:07,14:18:49,0
CP1841,35,technician,single,tertiary,0,4,1,0,cellular,24,jul,1,-1,0,,15:49:56,15:52:31,0
CP1842,54,technician,married,secondary,0,473,0,1,cellular,13,aug,1,-1,0,,11:39:53,11:41:45,0
CP1843,27,admin.,married,tertiary,0,2855,0,0,cellular,25,jan,1,301,3,failure,9:55:44,9:59:44,1
CP1844,38,technician,married,secondary,0,497,0,0,,14,apr,1,-1,0,,10:46:03,10:48:56,1
CP1845,28,blue-collar,single,secondary,0,6307,1,0,,28,may,1,-1,0,,17:21:12,17:31:27,0
CP1846,45,blue-collar,married,,0,458,1,1,cellular,11,jul,2,-1,0,,9:59:05,10:01:30,0
CP1847,75,blue-collar,married,secondary,0,6053,0,0,telephone,5,aug,1,-1,0,,17:38:51,17:45:47,0
CP1848,64,entrepreneur,married,tertiary,0,2331,0,0,telephone,9,nov,1,-1,0,,13:54:34,13:57:55,1
CP1849,29,blue-collar,married,secondary,0,5903,1,0,,8,may,1,-1,0,,9:42:01,9:45:15,0
CP1850,42,management,single,tertiary,0,3445,0,0,cellular,19,nov,3,-1,0,,15:33:38,16:01:20,0
CP1851,35,admin.,married,secondary,0,3854,1,0,cellular,5,may,1,-1,0,,17:07:55,17:10:06,0
CP1852,33,management,single,tertiary,0,8038,1,0,cellular,19,nov,1,-1,0,,9:40:58,9:41:58,0
CP1853,36,admin.,single,tertiary,0,635,0,0,cellular,13,feb,1,-1,0,,14:34:22,14:35:18,0
CP1854,36,services,divorced,secondary,0,532,1,0,cellular,29,jan,1,241,1,failure,12:15:33,12:22:04,0
CP1855,39,entrepreneur,married,tertiary,0,628,1,0,cellular,9,jul,1,-1,0,,12:05:11,12:06:48,0
CP1856,32,blue-collar,married,primary,0,1261,1,0,,23,may,1,-1,0,,10:18:27,10:20:39,0
CP1857,29,self-employed,single,tertiary,0,121,1,0,,30,may,2,-1,0,,13:36:45,14:01:45,1
CP1858,32,blue-collar,single,primary,0,18,1,1,cellular,6,may,1,-1,0,,17:49:35,17:54:40,0
CP1859,49,blue-collar,married,secondary,0,1264,0,0,cellular,8,aug,3,-1,0,,10:42:44,10:45:04,0
CP1860,35,blue-collar,married,primary,0,46,0,0,cellular,8,jul,3,-1,0,,16:52:01,16:57:39,0
CP1861,49,admin.,married,secondary,0,5361,0,0,cellular,7,aug,1,-1,0,,13:27:42,13:28:52,0
CP1862,32,management,married,tertiary,0,302,1,1,,23,feb,1,384,2,failure,15:19:11,15:20:12,1
CP1863,18,student,single,,0,108,0,0,cellular,9,feb,1,183,1,success,9:33:37,9:35:09,1
CP1864,28,technician,single,tertiary,0,0,1,0,cellular,12,aug,1,79,3,success,15:38:28,15:40:58,0
CP1865,31,blue-collar,married,primary,0,50,1,0,,8,may,2,-1,0,,11:07:24,11:12:24,0
CP1866,55,services,married,secondary,0,697,1,0,,15,may,1,-1,0,,14:28:41,14:32:07,0
CP1867,32,admin.,divorced,secondary,0,2017,0,1,cellular,17,jul,1,-1,0,,14:23:10,14:34:36,0
CP1868,51,housemaid,married,primary,0,492,1,0,,20,may,3,-1,0,,10:18:03,10:20:25,0
CP1869,35,technician,single,secondary,0,204,1,0,cellular,30,nov,3,189,1,success,10:06:47,10:08:37,0
CP1870,34,technician,single,secondary,0,2085,0,0,cellular,10,aug,3,182,2,success,13:26:03,13:31:59,1
CP1871,32,blue-collar,single,secondary,0,799,0,1,cellular,23,jul,6,-1,0,,12:45:30,13:20:08,1
CP1872,40,technician,married,secondary,0,84,1,0,cellular,8,aug,3,-1,0,,17:26:28,17:28:27,0
CP1873,44,admin.,married,secondary,0,1206,0,0,cellular,19,nov,3,-1,0,,17:45:29,17:48:29,0
CP1874,38,entrepreneur,married,secondary,0,593,1,1,cellular,24,jul,24,-1,0,,9:10:15,9:34:59,1
CP1875,53,management,married,tertiary,0,1624,0,0,cellular,5,feb,3,-1,0,,11:26:43,11:29:21,1
CP1876,45,admin.,married,secondary,0,248,0,0,cellular,16,jul,2,-1,0,,12:03:08,12:06:40,0
CP1877,29,self-employed,single,tertiary,0,814,0,0,,13,aug,1,-1,0,,17:39:10,17:46:51,1
CP1878,39,technician,single,secondary,0,15,1,0,cellular,30,apr,1,-1,0,,13:23:53,13:32:23,1
CP1879,42,blue-collar,single,secondary,0,1080,1,1,cellular,13,may,3,370,4,failure,15:10:08,15:25:59,1
CP1880,42,management,married,tertiary,0,4,1,0,cellular,8,may,2,295,1,success,16:39:30,16:49:09,1
CP1881,36,blue-collar,married,,0,722,1,0,,20,may,2,-1,0,,12:32:20,12:36:48,0
CP1882,35,technician,married,secondary,0,94,1,1,,14,may,5,-1,0,,13:21:09,13:24:37,0
CP1883,32,management,divorced,tertiary,0,883,1,0,cellular,10,dec,1,185,5,other,11:07:41,11:20:59,1
CP1884,73,retired,divorced,primary,0,2308,0,0,telephone,30,mar,2,-1,0,,13:50:49,13:53:32,1
CP1885,39,management,married,secondary,0,-473,1,0,cellular,6,may,1,-1,0,,11:16:10,11:21:28,0
CP1886,30,management,married,tertiary,0,160,1,0,cellular,30,jul,4,-1,0,,15:42:43,15:44:06,0
CP1887,29,blue-collar,married,secondary,0,1074,0,0,cellular,2,feb,1,-1,0,,17:29:37,17:32:10,0
CP1888,46,technician,married,secondary,0,363,1,0,cellular,6,aug,3,-1,0,,16:13:59,16:17:28,0
CP1889,25,management,married,secondary,0,2228,1,0,cellular,23,jul,1,-1,0,,14:50:58,15:03:32,1
CP1890,56,services,married,secondary,1,-8,0,0,cellular,6,aug,2,-1,0,,13:04:04,13:06:43,0
CP1891,35,management,married,tertiary,0,8,0,0,cellular,23,apr,3,-1,0,,14:02:03,14:03:36,1
CP1892,35,blue-collar,married,,0,444,0,0,cellular,2,jun,2,-1,0,,15:38:18,15:39:17,0
CP1893,59,retired,divorced,secondary,0,23,0,0,cellular,7,jul,1,-1,0,,15:16:23,15:17:29,0
CP1894,45,entrepreneur,married,primary,0,488,1,0,telephone,28,jul,11,-1,0,,11:41:53,11:43:23,0
CP1895,32,services,married,secondary,0,8043,1,0,cellular,21,nov,1,-1,0,,10:01:59,10:05:21,0
CP1896,65,retired,married,primary,0,3629,0,0,cellular,27,apr,1,-1,0,,17:00:33,17:03:01,1
CP1897,27,blue-collar,married,primary,0,202,0,1,cellular,22,jul,1,-1,0,,11:55:51,11:56:32,0
CP1898,59,retired,married,primary,0,363,0,0,cellular,30,apr,1,-1,0,,9:40:58,9:47:38,1
CP1899,42,management,divorced,tertiary,0,5037,0,0,cellular,16,jul,6,84,14,success,16:43:39,16:45:19,0
CP1900,26,services,married,secondary,0,0,1,0,cellular,18,may,4,-1,0,,15:31:25,15:33:35,0
CP1901,59,blue-collar,married,primary,0,3062,1,0,cellular,14,aug,2,-1,0,,10:01:58,10:03:25,0
CP1902,46,management,married,tertiary,0,0,0,0,cellular,18,nov,2,110,3,other,17:37:29,17:49:25,1
CP1903,32,management,married,tertiary,0,1501,1,0,,23,may,6,-1,0,,13:57:47,13:58:57,0
CP1904,34,technician,married,secondary,0,1,1,0,cellular,19,nov,1,-1,0,,9:51:01,9:52:49,0
CP1905,35,blue-collar,married,tertiary,0,2999,0,0,,12,jun,6,-1,0,,9:35:06,9:54:07,1
CP1906,58,blue-collar,married,primary,0,76,1,0,,5,may,2,-1,0,,13:15:12,13:17:48,0
CP1907,34,management,single,tertiary,0,4348,1,0,cellular,28,aug,8,-1,0,,9:34:44,9:40:57,0
CP1908,41,admin.,divorced,secondary,0,490,1,0,cellular,4,aug,1,-1,0,,13:37:29,13:40:31,0
